N=100 and K=10,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
79,57,49,1.6122448979591837,1.163265306122449,[84 52 60 17 38 54 63 44 43 50]
58,34,31,1.8709677419354838,1.096774193548387,[74 67 70 87 37 41 33 47  8 45]
49,29,29,1.6896551724137931,1.0,[49 83 25 37 47 59 95  7 38 81]
50,36,35,1.4285714285714286,1.0285714285714285,[24 87 89 29 97 54  9 24 31 96]
90,64,58,1.5517241379310345,1.103448275862069,[59 35 79 68  5 43 99 82 63 27]
71,57,47,1.5106382978723405,1.2127659574468086,[17 13 39 82 71 89 66 59 94 25]
37,35,33,1.121212121212121,1.0606060606060606,[63 24 23 97 75 18 58 46 12 22]
87,53,53,1.6415094339622642,1.0,[43 96 82 16  3 85 94  4 87 69]
37,29,25,1.48,1.16,[99 85 48 50  1 61 50 73 15 21]
71,61,52,1.3653846153846154,1.1730769230769231,[54 27 14 86 97 93  2 48 60 63]
136,110,87,1.5632183908045978,1.264367816091954,[ 5 14 19 79 36 51 87 78 82 46 28 40 57 58  7 20 66 89 71 24]
144,94,73,1.9726027397260273,1.2876712328767124,[33 10 44 83 74 52 23 50 75 22 16  5 41 74 14 60 46 82 91 57]
140,94,68,2.0588235294117645,1.3823529411764706,[91  3 63 43 47 33 70 86 51 58 93  2 39 69 36 48 37  6 79 79]
164,102,78,2.1025641025641026,1.3076923076923077,[18 37 89  2 62 82 58 28 28 56 33 21 45 75 58 10 73 20 10 49]
114,96,69,1.6521739130434783,1.391304347826087,[34 60 55 74 26 10 35 73 60 23 28 40 87 85  5  8 56 54 95 58]
159,79,63,2.5238095238095237,1.253968253968254,[84 69 20 16 83 96 89 26 82  9 96 51 10 17 65 36 30 96 55 62]
120,62,51,2.3529411764705883,1.2156862745098038,[43 17  2 77 10 82 54 95 64 22 93 78 33 82 35  9  6 81 92 43]
99,73,63,1.5714285714285714,1.1587301587301588,[39 51 43 85 76 69 53 95 27 49  9 11 42  6 57 88 90 36 73 42]
110,82,68,1.6176470588235294,1.2058823529411764,[26 97 69 36 18 35 93 55 32 60 19 69 67 82 70 41 89 79 94 44]
92,50,49,1.8775510204081634,1.0204081632653061,[92 97 72 39  5 46 96 51  1 28 45 82 83  1 99 53 16 70 81 52]
328,202,143,2.2937062937062938,1.4125874125874125,"[95 18 73 15 20 81 18 53 53 28 63  9 80 35 91 87  8 90  9  6 78 52 50 84
 20 37 92 31  1 72 82 59 77 18 57 64  8 70 10 84 46 91 86 88 44 55 32 71
 18 10]"
389,263,179,2.1731843575418996,1.4692737430167597,"[44 97 27 30 67 63 47 70 50 30 13 82 58 74 41 90 37 10 72 27 30 39 64 20
 47 58 58 74  7 78 29 49 78 76 53 42 36 27 68 89  4 70 44 40 98 84 77 17
 64 59]"
316,226,148,2.135135135135135,1.527027027027027,"[32 83 26 36 44 13 15  4  2 93 60 49 82 66 66 89  7 53 46 50 24 29  8 27
 94 35 55 69 77 70  1 91 19 53 58 81 51 27 50 65 99 87 29 96 23 69 52 68
 52 36]"
283,217,139,2.035971223021583,1.5611510791366907,"[20 98 96  7 74 88 33 62 93 24 38 26 26 41 57 51 68 85 70  6 26 26 97 76
 76 91 36 72 72 64 13 65 98 91 78 12 80 25 80 39 64 12 28 68 81 92  4 57
 26 15]"
280,162,132,2.121212121212121,1.2272727272727273,"[34  7  7 13 10 40 90 29 28 25 44 90 16 78 88  5 85 94 17 14 83 38 79 14
 97 59 98 45 30 99 77 38 74 65 29 37 17 58 26 43 43 75 31 74 94 55 21 84
 37 24]"
356,256,188,1.8936170212765957,1.3617021276595744,"[89 53 77 69 30 11 67 79 63 49 18 97 38 37 78 82 31 54 45 48 13 38 17 95
 71 24 71 93 71 54 43 72 58 72 15 78 13 31 22 60 91 67 52 37  2 55 43 84
 30 96]"
260,164,134,1.9402985074626866,1.2238805970149254,"[64 32 71 33  4 98 28 64 51 85  1 39 40 28 47 43 88 81 58 90 40 46 50 86
 97 64 80 98 76 41  3  3 71 12 61 91 50 85  1 10 44  6 26 44 76 10 20 97
 28 98]"
259,175,116,2.2327586206896552,1.5086206896551724,"[14 48 57 11 11 12 57 43 54 53 91 71 64 88  8 54 64 55 70 85 31 12 11  5
 27 74  7 66 12 70 70 45 63 56  2 24 83 76 56 42 72 51 71 55  4 77 72 86
 38  8]"
364,242,155,2.3483870967741933,1.5612903225806452,"[11  2 90 29 88 31 59 64 47 11 19  2 43 28 37 16 84  5 58 42 77 50 36 28
 93 44 39 89 20 77 22 49 98 84 94 84 55 48 33 73 29 88 94 76 63 85 54 67
 70 37]"
296,198,157,1.8853503184713376,1.2611464968152866,"[16 45  8 75 63 96  9 41 59 29 98  6 88 86 78 47 49 34 45 29 79  2  4 47
 75 69  3 44 59 21 86 74 56  5 10 15 89 50 16 82 40 68 87 70 49 28 24 70
 58 20]"
587,377,249,2.357429718875502,1.5140562248995983,"[21 65 39 54 99 54 16 30 36 98 96  6 51 49 71 73 15 58 97  3 78 48 99 14
 31 64 68 14 33 48 32 61 40 80 63 27 98 59 32 15 27 54 78 71 57 84 66 57
 55 35 95 53 92 81 85 99 75 81 55 83 27 38  1 87 33 79 57 59 82 43 39 43
 10 54 72 22 18 78 30 17 64 50 64 48 42 23 82 69 49 19 69 44 51 33 34 25
 30 25 47 71]"
622,380,293,2.1228668941979523,1.2969283276450512,"[13 55 28 54 81 37 43 79 68 55 25 42 25 18 37  7 80 74  4 46 52 43 31 34
 19  2 28  8 62 38 80 18 63 61 28  9 28 78 84 83 42 23 22 66  3 76  3 83
 69 27 43 48 18 35 26 58 23 43 32 95 90  8 45 63 16 34 56 76 39 71 25 74
 78 75 19 63 34 21 59 82 50 95 29 66 26  9  6 13 15 92 76 38 58 31 11  1
  9 61 12 73]"
663,423,280,2.367857142857143,1.5107142857142857,"[14 23 60 40 96  4 20 63 82 69 65 51 54  8 32  1 36  7 40 32 69 38 79 18
 79 97 60 32 92 55 27 68 89 98 78 53 99 18  7 42  8 66  1 33 73 28 75 78
 24 43 37 62 82 57 79 44 34 55 62  7 21 65 71 78 96 87 27 81 82  1 86 23
 99  1 22 88 89 32 22 59 15 50  5 68 72  1 32 15  2 33 55  2 40 48 31 21
 30 93 12 91]"
609,327,256,2.37890625,1.27734375,"[13 28 70 57 74 83 82 26 68 70 70 43 32 88 90 91  7 42 64 73 44 67 84 22
 60 69 89 85 39 13 42 35 98 73 27 64 50 96 58  4 27 75  5 67 90 66 20 97
 93 71 58 57 29 62 72 49 45 75  9 23 99 77 69 73 72 32 10  8 93 53 74 98
 40 59 60  7 92 31 69 74  1 36 54 37  9 32 84 22  8 14  7 34 79  1 74 54
 81 88 40 37]"
652,424,273,2.3882783882783882,1.5531135531135531,"[77  2 87 41 35 48 32 18 41  5 43 87 29 76 64 30 67 71 33 17  1 25 89 45
 66 90 62 34  7 91 85 39 33  2 75 30 11 72 44 19 24 46 74 68 44 78 15 36
 51 70 21 87 47 88 20 65 48 34 81 22 18 41 77 74 45 66  1 97 75 54 37 34
 64 61 42 70  7 24 37 33  8 80 80  7 18 61 76 29 60 69 53 75 48 49 21 25
 20 41 20 43]"
618,380,274,2.2554744525547443,1.3868613138686132,"[21 16 36 20 29 17 24 31  5 12 44 24 14 75 21 47  9 95 59 84  2 63 94 65
 47 96 54 58 26 65  8  5 56 31 26 69 31 10 80 98 98 51 57 70 67 55 85  5
 57  2  3 76 34 79 36 53 85 66 26 57 44 36 33 31 40 82 77  7 87  3 23 15
 58 72 86 51 20 60 53 62 27 43 10 39 57 24 12 27 42 40 41  7 52 14 60 31
 44 82 33 83]"
603,371,279,2.161290322580645,1.3297491039426523,"[97 49 92 96 14 10  9 27  1 11 42  2 23 80 59 76 79 51 15 91 75 97 71 76
 67 96 55 45 97 47 31 94 11  9 23 77 98 37 39 46 72 63 14 10 74 95 72 91
 99 23 97  1 34 26 86 46 95 45 69 22 55 12  1 44 94 97 12 81 73 45  2 22
 32 82  8 76 31 46 65 46 85 25  7 47 40 71 66 92 89  9  9 74 81 10 24  1
 20 62 20 31]"
660,354,262,2.519083969465649,1.3511450381679388,"[42 64 80 89 18 77 22 33 55 85 91 26 49 52 98 64 24 42 49 99  8 89 98 32
 42 56 33 41 67 62  7 38 37 39 93 44 28 68 67  6 10 84 77 32 28 81 92 67
  5 61 64 21 40 75 66 37 48  9 64 79 63 81 66 33 15 75 47 74 47  7 66 69
  3 97 44 65 73 51 30 50 54 31 46 75 22  2  7 36 16 96 39 84 62 16 47 46
 23  3 54 95]"
647,421,284,2.278169014084507,1.482394366197183,"[ 8 89 94  1 72 10 75  9 99 29 88 95  2 42  2 10 79 81 47 74 37 25 30 25
 85 53 21 71 41 95 24 78 53  7 64 21  9 25 22 74 62 66 32 20 38 86 60 34
 57 69 30 13 81 36 29  7 38 70 41 33 37 17  6 81  4 71 56 70 10  2 98 28
  1 91 27 62 28 54 78 70 63 13 56  9 91 45 70 94 35 68 30 87 72 26 26 81
 42 14 68 69]"
639,397,294,2.173469387755102,1.3503401360544218,"[11 98  6 61 12 18  9 30 78 91 69 26 83 12 18 15 69 52 13 90 54 76 99 80
 83 40 78 73 69 37 16 42 28 54 78 58 62 49 94 88 50 70 37 42 94 24 76 53
 17 36  2 46 88  5 39 35 70 62 10 20 63 78 24 17 40 10  9 69 80 28 71 21
 21 33 68 10 88 44 50 23 20 37 94  8 64 14 46 32 16 61 49  4 16 72 43 65
 12 25 61 28]"
988,508,420,2.3523809523809525,1.2095238095238094,"[28 62 12 78 39 56 92 43 49 39 20 50 61 73  1 27 88 54 41 82 74 59 22 76
 41 63 63  9 33 18 71 82 86 15 53 45 58 75 68 60 64 28 78 97 47 30 43 33
 12 98 17 94 47 94  2 15 70 21 19 74 91 40 25 86 66 90 89 79 95 37 15 42
  1 41  6 83 59 23  9 35 88 95 92 46 71 90 51 46 89 81 22  7 18 47 88 73
 82 55 88 80 18 77 14 64  1 75 34 50 73 24  4 53 45 13  5 43 95  7 97 61
 76  6 16 85 66 54 67 31 54  8 75 92 59 91 76 87  9 93  1 71  7 71 19 88
 83 51 19 81 85 14]"
947,543,391,2.421994884910486,1.3887468030690537,"[44 46 20 33 37 16 78 19  9 20 45 39 28 80 29 63 83 29 79 96 84 56  2 36
 66 64 43 52 53 97 68 24 64 24 23 47 52 90 71 14 47 30  7 29 12 72 82 18
 82 96 80 40 35 47  5 49 34 63 99 72 59 46 43 92 42 48 53 22 73 27 74 20
 30 63 88 14 20 94 93 99 68 12 97 20 77 42 94 77  2 89  2 61 16 53 84 40
 76 94 53 59 49 35 23 34 98 20 96 60  6 64 32 26 74 48 42 82 39 88 44 12
 16 51 15 81 60 59  7 19 28 76  8 38 60 25 25 97 78  1 47 49  6  4 50 24
 93 17 16 48 64 90]"
919,565,375,2.4506666666666668,1.5066666666666666,"[78 92 99 66 73 69 29  3 10 57 75 53 92 30 99 89 73 57 88 30 54 63 88 90
  3 63 51 59 50 36 26 40 85 25 78 30 49 76 20 93 82 69  8 36 88 53 67 76
 98 46  9 98 21 18 77 98 19 23 82 74 75  1 26 71 75 57 76 66 43 81 99 71
 33 84 98 18 78  9 46 17 87 48 87 46  9 86 77 81 66 13 41 55 12 65  1 70
  3 49 49 22 25 28 45 51 16  4 18 45 53 31  3 74 34  2 33 54 56 79 52 75
 98 31  1  7  8 93 13 15 38 40 46  8 81  4 11 81 28 50 54  6 90 58 97 72
 51 84 10  8 50 35]"
996,562,424,2.349056603773585,1.3254716981132075,"[54 13 78 28 55 84 94 54 62 36 69 58 50 53  7 82 59 33  3 45 25 35 32 19
 78 88 64 54 27 67 94 21 87  8  5  1 63 21 31 81 53 30 14 39 69 31 99 84
 43  6 11 17 61 82 55 46 84  1 14 21 66 70  6 37 64 77 94 25 98 10 16  9
 94 18 57 22 83 69  7  5 78 90 59 54 22 39 40 25 97 67 40 78 71 18 15  2
 30 98 52 46 37 45 77 24 44 19 57 44 11 92 20 51 51 69 37 22 56 29  8 29
  4 47 76  7 27 52 25 48 72  9 44 64 54 72 54 72 78 39 63 94 42 90 51 57
 21 31 50 67 12 75]"
886,486,412,2.150485436893204,1.1796116504854368,"[93 94 93 13 27 36 13 23 31 42 17 15  4 39 58 89 19  1 72 58 46 77 34 24
 21 22 33 61 59 51 98 33 51 83 19 27 34 34 76 78 69 99 77 41 34 55 47 47
 29 19 48 37 38 27 91 18 17 75 29 35 60 55  8  3 58 10 94 65 49 46 57 54
 72 74 75 50 49 40 30 81 91 74 13  1 37 56 80 19 67 16 55 90 46 53 44 79
 37 74 54 99  5 27 29 32 71 72 29 30 33 39 60  1 45  9 20 73 30 91 34 72
 90 58 56 98 21 55 86 74 62 83 15 61 50 70 58 32 73  5 92 82 92 54 25 59
 91 15 44 68 38 18]"
936,520,403,2.3225806451612905,1.2903225806451613,"[42 58 11  3  2 73 32 18 74 28 29 12 53 70 18 45  4 12 44 81 60 60 30  9
 51 93 16 84 73 30 33 11 97 27 61 80 29 63 79 66 30 43 38 54  4 47 70 67
 90 93 88 61 86 88 71 47 82 30 12 59 27 85 51 58 21 90 64 40 92 56 74  5
 95 83 74 81  5 41 62 89 57 32 28  5 26 60 47 61 37 25 89 44  1 89 89  9
 91 15 22  6 94 96 63 47 64 17 16  6 84 94 20  6 47 67 86 41 58 12 91 62
 37 76 50  8 53 78 98 25 17 74 23 72 49 95 38 45 47 47 59 64 26 30 10 81
 49 92 83 48 29 90]"
