N=20 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
16,16,5,3.2,3.2,"[10, 10, 11, 12, 10, 9, 10, 10, 10, 11, 8, 11, 9, 10, 9, 9, 10, 9, 11, 11]"
10,8,4,2.5,2.0,"[8, 11, 11, 10, 10, 12, 11, 11, 11, 10, 9, 10, 11, 11, 10, 10, 12, 10, 11, 11]"
13,13,5,2.6,2.6,"[9, 11, 10, 10, 11, 10, 10, 9, 12, 11, 11, 10, 9, 12, 9, 9, 9, 9, 13, 10]"
11,9,7,1.5714285714285714,1.2857142857142858,"[11, 9, 11, 11, 8, 10, 11, 10, 9, 11, 10, 11, 10, 10, 10, 10, 10, 8, 12, 10]"
8,6,4,2.0,1.5,"[10, 9, 9, 12, 9, 11, 11, 11, 9, 11, 10, 11, 10, 10, 10, 11, 10, 8, 10, 10]"
13,13,8,1.625,1.625,"[10, 9, 8, 8, 9, 10, 11, 12, 11, 10, 10, 10, 7, 10, 9, 11, 9, 10, 11, 10]"
8,8,6,1.3333333333333333,1.3333333333333333,"[10, 10, 9, 10, 9, 10, 11, 11, 9, 10, 10, 11, 7, 11, 10, 10, 11, 11, 9, 12]"
18,18,9,2.0,2.0,"[11, 12, 9, 10, 11, 9, 10, 10, 11, 9, 9, 11, 10, 9, 11, 9, 11, 10, 10, 9]"
8,8,2,4.0,4.0,"[9, 10, 10, 11, 9, 11, 11, 9, 11, 9, 11, 9, 10, 9, 10, 11, 10, 9, 10, 10]"
13,13,5,2.6,2.6,"[10, 11, 12, 9, 11, 10, 11, 10, 9, 12, 10, 10, 10, 9, 10, 9, 11, 11, 11, 10]"
23,19,7,3.2857142857142856,2.7142857142857144,"[8, 11, 10, 10, 10, 10, 10, 12, 11, 11, 11, 9, 11, 11, 11, 11, 9, 11, 11, 11, 9, 10, 8, 9, 10, 12, 11, 11, 9, 11, 11, 12, 11, 10, 10, 10, 11, 10, 11, 9, 10, 8, 10, 10, 9, 11, 10, 9, 9, 9]"
19,15,10,1.9,1.5,"[10, 10, 11, 12, 10, 8, 11, 10, 10, 11, 11, 10, 9, 11, 9, 9, 11, 9, 11, 10, 11, 11, 11, 10, 10, 9, 9, 10, 10, 11, 9, 10, 11, 11, 10, 10, 10, 11, 11, 11, 10, 8, 10, 10, 10, 9, 10, 10, 10, 11]"
35,33,12,2.9166666666666665,2.75,"[8, 11, 10, 10, 11, 9, 12, 10, 9, 10, 9, 9, 10, 8, 11, 9, 11, 11, 9, 11, 9, 9, 9, 10, 9, 11, 9, 10, 11, 12, 10, 9, 10, 9, 11, 9, 10, 8, 11, 9, 11, 10, 9, 12, 10, 10, 11, 12, 11, 10]"
34,24,10,3.4,2.4,"[11, 8, 10, 8, 11, 11, 10, 11, 11, 9, 11, 9, 8, 12, 10, 8, 8, 9, 12, 8, 11, 9, 10, 11, 11, 9, 9, 9, 9, 10, 11, 11, 12, 11, 8, 11, 8, 10, 9, 10, 10, 10, 9, 11, 9, 10, 10, 13, 10, 11]"
25,21,7,3.5714285714285716,3.0,"[9, 9, 9, 9, 12, 8, 9, 12, 11, 9, 9, 10, 10, 9, 10, 9, 9, 11, 9, 9, 11, 10, 11, 10, 11, 10, 10, 10, 12, 9, 9, 10, 10, 11, 9, 10, 8, 11, 12, 10, 10, 9, 10, 11, 10, 10, 11, 11, 10, 8]"
30,28,7,4.285714285714286,4.0,"[11, 10, 11, 11, 10, 10, 10, 12, 11, 9, 8, 10, 11, 12, 9, 11, 11, 11, 9, 10, 11, 10, 10, 11, 10, 12, 8, 10, 11, 10, 12, 9, 10, 10, 10, 10, 9, 11, 11, 11, 10, 11, 10, 10, 10, 9, 11, 10, 10, 9]"
29,29,8,3.625,3.625,"[10, 10, 11, 9, 10, 10, 9, 10, 8, 9, 11, 9, 11, 10, 12, 9, 9, 10, 11, 10, 11, 10, 10, 10, 10, 12, 9, 8, 11, 10, 10, 9, 8, 11, 12, 11, 11, 12, 11, 9, 9, 10, 9, 9, 10, 9, 11, 11, 10, 10]"
22,18,6,3.6666666666666665,3.0,"[9, 10, 10, 10, 9, 9, 11, 10, 10, 10, 11, 10, 9, 9, 11, 8, 10, 10, 11, 11, 9, 10, 10, 11, 9, 10, 10, 10, 10, 9, 10, 11, 11, 10, 9, 10, 9, 9, 9, 12, 11, 11, 9, 10, 9, 8, 10, 10, 10, 8]"
23,19,10,2.3,1.9,"[10, 11, 8, 10, 10, 9, 7, 9, 10, 11, 8, 11, 11, 9, 10, 9, 10, 10, 10, 11, 9, 9, 11, 10, 9, 10, 10, 10, 9, 9, 10, 10, 9, 12, 10, 10, 10, 9, 10, 12, 11, 10, 11, 11, 8, 10, 11, 11, 9, 11]"
20,16,5,4.0,3.2,"[9, 10, 12, 8, 10, 10, 11, 9, 8, 10, 10, 11, 9, 10, 11, 11, 8, 11, 10, 11, 11, 10, 11, 11, 9, 10, 11, 10, 9, 11, 11, 9, 9, 9, 10, 9, 9, 7, 10, 11, 9, 12, 9, 11, 10, 10, 10, 10, 9, 8]"
37,33,9,4.111111111111111,3.6666666666666665,"[9, 9, 10, 10, 9, 10, 10, 10, 11, 10, 10, 9, 10, 11, 11, 11, 10, 10, 11, 8, 9, 11, 11, 9, 12, 10, 10, 9, 10, 11, 11, 8, 11, 10, 11, 10, 10, 11, 10, 10, 10, 10, 10, 9, 11, 9, 10, 12, 10, 9, 10, 12, 9, 9, 8, 10, 10, 12, 7, 11, 11, 9, 10, 10, 10, 10, 9, 10, 9, 8, 11, 10, 9, 10, 10, 9, 10, 10, 10, 9, 9, 9, 10, 11, 10, 8, 10, 12, 11, 10, 10, 12, 10, 11, 10, 10, 12, 11, 11, 10]"
29,27,7,4.142857142857143,3.857142857142857,"[10, 11, 10, 9, 10, 12, 10, 10, 10, 9, 10, 11, 10, 9, 11, 8, 9, 10, 10, 11, 11, 8, 9, 9, 9, 11, 10, 9, 8, 11, 10, 10, 9, 11, 10, 10, 12, 10, 10, 10, 9, 8, 9, 10, 10, 11, 9, 11, 9, 11, 10, 10, 10, 9, 9, 9, 12, 11, 12, 9, 10, 10, 9, 9, 8, 11, 10, 8, 9, 11, 11, 9, 11, 9, 12, 11, 11, 9, 11, 9, 11, 12, 10, 10, 11, 10, 10, 11, 11, 10, 10, 12, 9, 8, 9, 8, 11, 10, 11, 9]"
43,37,10,4.3,3.7,"[8, 10, 11, 10, 10, 10, 11, 11, 11, 9, 9, 12, 8, 11, 9, 9, 8, 10, 10, 9, 10, 10, 9, 10, 10, 11, 10, 10, 8, 11, 11, 10, 9, 11, 12, 11, 10, 11, 10, 10, 10, 11, 11, 12, 9, 9, 12, 10, 9, 9, 8, 11, 9, 11, 10, 10, 10, 11, 10, 10, 10, 10, 10, 9, 9, 9, 10, 11, 9, 9, 12, 10, 11, 10, 9, 11, 9, 9, 9, 11, 12, 10, 11, 12, 9, 11, 10, 11, 10, 11, 11, 10, 10, 10, 9, 10, 10, 11, 10, 11]"
41,37,15,2.7333333333333334,2.466666666666667,"[10, 9, 10, 9, 9, 10, 11, 11, 9, 9, 10, 10, 9, 10, 11, 10, 11, 10, 11, 9, 11, 11, 11, 11, 10, 11, 10, 10, 9, 8, 11, 10, 10, 10, 10, 10, 8, 9, 11, 10, 10, 10, 11, 9, 11, 10, 10, 9, 10, 10, 10, 11, 11, 11, 10, 9, 11, 9, 9, 10, 10, 10, 11, 8, 9, 10, 10, 9, 11, 10, 10, 10, 9, 10, 12, 9, 9, 9, 10, 9, 9, 11, 9, 9, 10, 11, 10, 7, 8, 11, 9, 8, 10, 9, 11, 11, 11, 13, 9, 11]"
21,19,5,4.2,3.8,"[9, 11, 11, 10, 12, 11, 11, 10, 11, 12, 9, 11, 11, 9, 12, 8, 8, 10, 12, 10, 11, 9, 10, 10, 11, 11, 10, 10, 11, 8, 11, 9, 12, 9, 11, 10, 11, 10, 10, 12, 10, 11, 10, 10, 10, 9, 9, 11, 10, 10, 11, 10, 8, 8, 11, 11, 10, 9, 11, 10, 11, 11, 10, 10, 12, 11, 11, 9, 10, 10, 9, 9, 9, 9, 10, 11, 11, 10, 9, 11, 9, 10, 9, 11, 11, 10, 10, 10, 11, 9, 12, 10, 11, 10, 10, 8, 9, 10, 9, 11]"
38,30,10,3.8,3.0,"[10, 11, 11, 10, 12, 9, 9, 10, 10, 10, 11, 10, 12, 9, 9, 10, 8, 10, 11, 11, 10, 10, 10, 10, 10, 9, 11, 11, 10, 10, 11, 9, 10, 10, 9, 10, 11, 11, 9, 10, 10, 9, 10, 9, 9, 12, 9, 12, 12, 10, 10, 10, 11, 9, 11, 10, 10, 9, 9, 10, 10, 9, 12, 8, 9, 10, 9, 10, 11, 12, 10, 10, 9, 10, 10, 10, 10, 11, 10, 13, 9, 9, 9, 9, 10, 10, 12, 11, 9, 10, 10, 10, 9, 9, 12, 10, 10, 11, 10, 10]"
25,25,4,6.25,6.25,"[9, 9, 8, 9, 11, 12, 10, 11, 10, 11, 10, 10, 8, 11, 11, 11, 8, 10, 9, 10, 9, 9, 8, 9, 11, 11, 11, 10, 8, 9, 9, 10, 11, 11, 10, 9, 10, 10, 12, 9, 9, 9, 9, 11, 9, 11, 10, 9, 10, 9, 9, 11, 9, 9, 9, 9, 10, 11, 8, 10, 9, 10, 9, 12, 9, 12, 12, 9, 10, 9, 12, 9, 9, 11, 11, 9, 10, 11, 10, 11, 10, 9, 10, 9, 9, 9, 10, 9, 9, 9, 10, 9, 10, 10, 10, 9, 11, 11, 10, 9]"
44,36,14,3.142857142857143,2.5714285714285716,"[11, 8, 9, 10, 10, 12, 12, 10, 10, 10, 11, 10, 11, 10, 11, 12, 11, 10, 9, 9, 10, 13, 9, 9, 10, 9, 11, 9, 11, 12, 11, 10, 11, 10, 11, 12, 12, 10, 9, 11, 10, 11, 9, 10, 8, 10, 11, 10, 11, 10, 11, 9, 11, 10, 11, 10, 11, 9, 12, 11, 9, 10, 12, 10, 11, 10, 10, 9, 10, 10, 11, 9, 10, 10, 11, 9, 10, 10, 11, 10, 9, 8, 9, 12, 11, 10, 9, 9, 12, 12, 9, 9, 10, 11, 8, 10, 9, 11, 10, 9]"
62,46,16,3.875,2.875,"[12, 9, 11, 9, 9, 10, 10, 11, 9, 9, 11, 10, 9, 8, 9, 10, 9, 9, 11, 10, 10, 9, 10, 9, 10, 10, 10, 7, 8, 9, 9, 10, 9, 11, 10, 9, 11, 10, 9, 9, 11, 9, 11, 9, 11, 11, 10, 10, 10, 11, 12, 7, 10, 10, 11, 8, 10, 10, 10, 11, 11, 11, 12, 9, 11, 10, 11, 9, 10, 9, 10, 9, 10, 10, 10, 11, 11, 11, 10, 9, 8, 10, 10, 11, 11, 11, 12, 10, 11, 10, 10, 10, 9, 11, 9, 10, 10, 11, 9, 9]"
39,38,8,4.875,4.75,"[10, 10, 11, 11, 10, 9, 9, 9, 12, 10, 11, 9, 12, 10, 10, 10, 11, 9, 11, 8, 9, 9, 9, 9, 11, 11, 11, 11, 10, 10, 9, 10, 9, 11, 10, 10, 11, 10, 12, 9, 10, 10, 10, 9, 10, 8, 9, 9, 11, 11, 10, 10, 10, 9, 8, 10, 10, 10, 9, 13, 10, 10, 11, 9, 11, 10, 10, 11, 10, 9, 9, 12, 10, 10, 9, 9, 10, 11, 9, 11, 10, 10, 10, 8, 9, 11, 9, 10, 12, 8, 10, 11, 9, 11, 11, 9, 10, 12, 10, 10]"
51,45,17,3.0,2.6470588235294117,"[9, 9, 10, 10, 9, 11, 11, 10, 11, 12, 9, 8, 9, 11, 10, 11, 12, 8, 9, 11, 9, 9, 10, 9, 11, 10, 9, 11, 10, 10, 11, 11, 10, 11, 11, 11, 9, 9, 10, 11, 8, 9, 10, 9, 8, 8, 8, 9, 10, 10, 12, 10, 10, 10, 10, 9, 8, 11, 10, 9, 8, 11, 10, 11, 9, 11, 10, 10, 10, 11, 11, 11, 9, 11, 11, 10, 10, 9, 9, 10, 10, 11, 10, 12, 11, 11, 11, 7, 10, 11, 10, 10, 11, 9, 10, 11, 11, 9, 9, 11, 10, 10, 10, 10, 11, 9, 9, 9, 9, 10, 8, 9, 9, 9, 11, 11, 8, 11, 8, 8, 11, 11, 10, 12, 10, 10, 9, 11, 10, 10, 10, 11, 9, 13, 12, 11, 10, 8, 10, 11, 12, 9, 10, 10, 10, 10, 10, 10, 11, 12, 9, 11, 9, 12, 11, 11, 10, 11, 9, 8, 10, 10, 11, 9, 11, 9, 10, 10, 10, 9, 10, 10, 11, 10, 12, 10, 10, 10, 9, 11, 9, 10, 9, 10, 11, 9, 12, 10, 10, 11, 10, 11, 9, 11, 9, 10, 9, 12, 13, 10]"
41,39,11,3.727272727272727,3.5454545454545454,"[11, 10, 10, 10, 10, 10, 11, 9, 11, 8, 10, 9, 10, 10, 11, 10, 11, 11, 10, 12, 9, 13, 9, 10, 10, 11, 12, 10, 10, 8, 9, 12, 10, 12, 9, 11, 11, 10, 9, 9, 12, 11, 12, 10, 11, 11, 9, 9, 9, 11, 10, 10, 11, 10, 10, 9, 8, 11, 10, 10, 10, 10, 10, 10, 10, 9, 10, 9, 9, 9, 10, 10, 11, 9, 10, 10, 10, 11, 9, 8, 11, 10, 10, 9, 9, 8, 8, 10, 11, 11, 9, 11, 10, 10, 11, 9, 10, 11, 9, 10, 10, 9, 11, 10, 11, 10, 9, 9, 10, 10, 9, 10, 12, 10, 11, 12, 9, 10, 10, 10, 9, 10, 10, 9, 9, 11, 9, 12, 10, 10, 10, 9, 11, 10, 9, 10, 9, 11, 10, 10, 9, 9, 9, 9, 9, 11, 8, 9, 9, 10, 10, 11, 11, 11, 12, 10, 8, 10, 8, 10, 10, 11, 10, 10, 10, 11, 10, 9, 10, 9, 10, 9, 10, 12, 9, 10, 9, 11, 11, 10, 11, 10, 10, 11, 9, 10, 8, 10, 11, 10, 11, 12, 9, 11, 9, 11, 11, 8, 11, 10]"
51,45,14,3.642857142857143,3.2142857142857144,"[11, 11, 10, 11, 10, 11, 10, 10, 10, 10, 11, 10, 11, 9, 9, 9, 9, 11, 10, 10, 9, 10, 9, 10, 12, 11, 9, 9, 8, 10, 10, 10, 10, 9, 10, 9, 11, 10, 10, 9, 10, 13, 11, 11, 10, 11, 10, 10, 10, 10, 14, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 12, 10, 11, 11, 11, 10, 10, 8, 12, 11, 10, 10, 11, 11, 10, 10, 9, 10, 10, 12, 10, 9, 10, 9, 9, 7, 12, 10, 10, 11, 9, 12, 9, 10, 10, 10, 9, 10, 10, 10, 12, 10, 10, 10, 11, 9, 11, 10, 10, 9, 10, 9, 10, 8, 12, 10, 10, 8, 10, 11, 8, 10, 9, 11, 12, 10, 11, 8, 10, 10, 10, 10, 10, 11, 10, 10, 10, 9, 9, 11, 9, 8, 9, 9, 11, 11, 11, 8, 10, 11, 9, 10, 10, 10, 10, 10, 12, 11, 11, 9, 10, 10, 11, 9, 10, 8, 11, 9, 11, 9, 12, 9, 11, 10, 10, 11, 10, 11, 10, 10, 12, 10, 7, 11, 9, 11, 10, 10, 12, 11, 8, 10, 8, 9, 10, 9, 9, 10]"
54,51,10,5.4,5.1,"[11, 10, 10, 12, 10, 10, 10, 10, 10, 9, 12, 10, 10, 9, 10, 8, 9, 12, 9, 10, 9, 10, 11, 8, 11, 10, 9, 10, 12, 11, 9, 9, 10, 11, 12, 11, 10, 10, 10, 10, 10, 11, 8, 9, 11, 11, 10, 9, 10, 10, 9, 10, 11, 9, 10, 10, 9, 8, 9, 11, 9, 9, 10, 10, 11, 11, 9, 11, 10, 9, 11, 12, 10, 10, 11, 11, 10, 10, 10, 10, 10, 10, 11, 9, 9, 10, 10, 11, 11, 8, 8, 11, 10, 9, 9, 10, 10, 11, 9, 11, 9, 11, 10, 10, 10, 11, 12, 10, 10, 11, 11, 11, 8, 11, 9, 9, 8, 9, 9, 11, 11, 11, 8, 9, 10, 12, 10, 10, 11, 12, 11, 12, 9, 11, 10, 10, 10, 11, 11, 10, 10, 12, 11, 11, 9, 10, 8, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 11, 11, 10, 11, 10, 9, 9, 9, 10, 9, 11, 9, 12, 11, 11, 9, 9, 9, 8, 9, 10, 10, 9, 11, 10, 11, 9, 10, 10, 11, 9, 11, 10, 10, 10, 8, 9, 10, 9, 9, 12, 9, 9]"
71,69,14,5.071428571428571,4.928571428571429,"[10, 11, 10, 11, 11, 10, 10, 9, 10, 11, 11, 9, 9, 9, 12, 10, 9, 9, 10, 11, 10, 11, 10, 11, 10, 11, 9, 11, 8, 10, 10, 12, 10, 8, 9, 10, 9, 9, 8, 10, 9, 12, 8, 9, 10, 12, 11, 10, 8, 10, 9, 10, 9, 10, 9, 11, 10, 10, 9, 11, 9, 11, 11, 9, 11, 8, 11, 10, 10, 10, 11, 10, 10, 10, 9, 10, 11, 10, 11, 12, 10, 12, 11, 12, 7, 9, 8, 11, 11, 11, 10, 11, 11, 12, 9, 10, 11, 10, 10, 9, 9, 10, 9, 12, 10, 10, 10, 10, 9, 10, 9, 9, 11, 11, 10, 10, 10, 11, 11, 11, 11, 12, 11, 10, 9, 9, 8, 11, 8, 8, 10, 10, 10, 11, 8, 12, 12, 9, 11, 9, 11, 11, 11, 9, 11, 10, 11, 11, 12, 11, 11, 10, 11, 9, 9, 9, 10, 11, 10, 9, 9, 9, 10, 9, 10, 10, 10, 11, 13, 8, 12, 8, 9, 9, 9, 11, 9, 10, 9, 10, 9, 8, 8, 11, 10, 10, 12, 10, 10, 9, 10, 10, 10, 10, 8, 9, 10, 9, 10, 9]"
36,32,9,4.0,3.5555555555555554,"[12, 11, 10, 10, 11, 10, 10, 12, 11, 10, 9, 9, 12, 11, 9, 11, 10, 10, 11, 11, 10, 10, 10, 10, 12, 10, 12, 10, 10, 8, 10, 10, 10, 9, 11, 8, 9, 9, 9, 12, 10, 10, 9, 10, 9, 10, 10, 9, 8, 11, 10, 10, 8, 11, 10, 8, 10, 8, 10, 11, 10, 11, 9, 11, 9, 10, 11, 11, 10, 10, 8, 10, 12, 7, 10, 9, 12, 10, 10, 10, 9, 10, 9, 11, 11, 9, 12, 9, 10, 10, 10, 10, 9, 11, 9, 10, 9, 11, 9, 11, 10, 8, 9, 9, 10, 11, 11, 11, 9, 10, 11, 10, 10, 9, 9, 10, 9, 11, 9, 10, 9, 11, 10, 10, 9, 10, 10, 12, 10, 9, 10, 11, 10, 11, 10, 10, 10, 10, 10, 9, 10, 10, 10, 11, 9, 9, 11, 12, 9, 11, 11, 9, 11, 10, 10, 11, 9, 9, 11, 9, 11, 10, 9, 9, 10, 9, 11, 10, 9, 10, 9, 9, 9, 10, 8, 8, 10, 9, 12, 10, 9, 8, 10, 11, 11, 12, 10, 11, 9, 10, 11, 10, 10, 10, 9, 10, 10, 11, 10, 9]"
54,38,13,4.153846153846154,2.923076923076923,"[11, 8, 12, 10, 9, 10, 10, 9, 10, 10, 10, 11, 9, 11, 9, 11, 11, 9, 11, 9, 9, 11, 9, 9, 8, 10, 10, 11, 9, 9, 9, 11, 10, 9, 9, 10, 11, 12, 11, 8, 9, 10, 9, 11, 10, 10, 10, 10, 10, 10, 9, 11, 12, 10, 12, 10, 10, 10, 10, 11, 11, 10, 9, 10, 11, 10, 10, 9, 11, 12, 11, 10, 9, 11, 10, 10, 11, 10, 9, 12, 9, 9, 11, 10, 11, 9, 9, 10, 10, 10, 9, 10, 13, 8, 10, 11, 10, 10, 11, 11, 8, 10, 10, 10, 12, 10, 11, 9, 9, 9, 10, 10, 10, 10, 11, 9, 9, 11, 11, 11, 9, 11, 11, 10, 10, 10, 9, 9, 12, 10, 11, 10, 11, 10, 9, 9, 10, 8, 11, 9, 11, 12, 10, 10, 7, 10, 12, 10, 10, 8, 9, 11, 11, 11, 10, 9, 9, 9, 10, 11, 11, 10, 13, 9, 10, 10, 11, 10, 12, 11, 9, 10, 10, 10, 10, 10, 9, 8, 9, 9, 10, 9, 11, 10, 13, 10, 10, 8, 11, 11, 10, 11, 11, 10, 10, 8, 10, 9, 9, 10]"
21,19,3,7.0,6.333333333333333,"[9, 9, 11, 9, 10, 13, 11, 11, 7, 10, 10, 9, 10, 9, 10, 10, 9, 10, 9, 10, 11, 10, 8, 10, 11, 10, 10, 9, 11, 10, 9, 9, 10, 11, 9, 10, 9, 9, 9, 9, 11, 10, 8, 11, 10, 9, 10, 11, 10, 10, 9, 11, 9, 9, 11, 10, 11, 10, 10, 12, 10, 9, 8, 10, 9, 10, 7, 8, 9, 10, 8, 10, 10, 10, 9, 8, 9, 9, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 12, 9, 11, 10, 9, 11, 9, 9, 10, 8, 9, 10, 9, 11, 9, 10, 10, 11, 9, 10, 10, 11, 10, 11, 10, 9, 9, 10, 10, 10, 12, 10, 11, 11, 11, 9, 12, 9, 10, 9, 11, 9, 10, 13, 8, 10, 9, 12, 9, 9, 11, 10, 9, 9, 9, 12, 11, 10, 10, 12, 8, 9, 12, 11, 10, 10, 10, 11, 10, 9, 8, 10, 9, 10, 9, 8, 10, 10, 9, 11, 10, 11, 9, 9, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 11, 9, 12, 11, 10, 10, 10, 10, 10, 10, 11, 9, 9, 9, 9, 10, 11]"
