N=20 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
37,37,22,1.6818181818181819,1.6818181818181819,"[12, 10, 8, 9, 10, 11, 11, 10, 9, 10, 8, 10, 9, 10, 7, 9, 11, 10, 11, 11]"
34,28,24,1.4166666666666667,1.1666666666666667,"[10, 12, 10, 10, 12, 8, 11, 10, 10, 10, 11, 11, 10, 11, 10, 10, 9, 10, 10, 11]"
17,13,9,1.8888888888888888,1.4444444444444444,"[10, 9, 10, 10, 11, 10, 10, 10, 10, 9, 11, 9, 10, 9, 11, 10, 10, 9, 10, 8]"
36,30,22,1.6363636363636365,1.3636363636363635,"[10, 10, 13, 8, 11, 11, 10, 10, 11, 12, 10, 9, 9, 9, 11, 10, 8, 11, 10, 8]"
18,16,8,2.25,2.0,"[11, 8, 8, 9, 10, 9, 11, 10, 11, 10, 9, 9, 11, 10, 11, 9, 9, 12, 10, 10]"
21,21,21,1.0,1.0,"[10, 9, 8, 10, 10, 11, 10, 10, 10, 12, 10, 9, 11, 10, 10, 10, 10, 11, 8, 9]"
46,46,32,1.4375,1.4375,"[8, 10, 9, 8, 11, 8, 10, 10, 7, 10, 9, 8, 10, 10, 12, 10, 12, 9, 8, 11]"
23,23,17,1.3529411764705883,1.3529411764705883,"[10, 9, 8, 11, 10, 9, 9, 11, 9, 10, 11, 8, 11, 9, 10, 10, 9, 9, 10, 10]"
20,20,14,1.4285714285714286,1.4285714285714286,"[9, 9, 10, 11, 10, 11, 9, 9, 11, 10, 10, 10, 11, 11, 10, 10, 10, 11, 11, 10]"
16,14,12,1.3333333333333333,1.1666666666666667,"[9, 11, 10, 9, 11, 9, 10, 11, 10, 9, 11, 9, 11, 11, 10, 11, 11, 10, 10, 10]"
58,52,29,2.0,1.793103448275862,"[9, 10, 9, 10, 10, 11, 10, 12, 11, 11, 11, 10, 9, 11, 10, 11, 9, 8, 12, 10, 11, 11, 9, 9, 11, 10, 8, 10, 10, 11, 9, 11, 9, 8, 11, 9, 10, 13, 11, 10, 9, 10, 9, 10, 10, 9, 9, 11, 11, 8]"
59,49,29,2.0344827586206895,1.6896551724137931,"[10, 10, 8, 12, 10, 8, 9, 9, 11, 10, 11, 10, 10, 12, 10, 11, 10, 10, 10, 10, 8, 9, 12, 10, 10, 12, 10, 10, 9, 10, 12, 9, 9, 11, 10, 11, 12, 11, 11, 9, 10, 11, 11, 9, 9, 8, 10, 12, 10, 10]"
60,58,44,1.3636363636363635,1.3181818181818181,"[10, 10, 11, 10, 9, 9, 9, 12, 8, 10, 9, 9, 8, 12, 10, 10, 11, 12, 11, 10, 10, 10, 11, 11, 9, 12, 11, 10, 11, 10, 11, 10, 11, 12, 10, 11, 9, 8, 10, 10, 10, 10, 11, 9, 10, 12, 10, 10, 10, 10]"
62,52,24,2.5833333333333335,2.1666666666666665,"[10, 9, 10, 12, 10, 10, 9, 11, 11, 8, 10, 10, 8, 11, 10, 8, 10, 9, 10, 10, 8, 10, 11, 10, 11, 10, 7, 10, 11, 9, 10, 11, 9, 11, 10, 9, 10, 10, 10, 11, 8, 9, 8, 10, 9, 9, 10, 11, 10, 11]"
56,54,33,1.696969696969697,1.6363636363636365,"[10, 9, 10, 12, 10, 9, 10, 10, 11, 9, 9, 8, 10, 8, 8, 11, 11, 10, 9, 10, 11, 8, 11, 12, 10, 10, 11, 9, 12, 9, 9, 10, 9, 9, 9, 11, 11, 10, 9, 8, 11, 11, 10, 9, 9, 13, 9, 10, 10, 10]"
77,75,43,1.7906976744186047,1.744186046511628,"[11, 9, 10, 10, 9, 9, 9, 9, 11, 11, 10, 8, 11, 10, 9, 12, 9, 11, 9, 10, 10, 12, 10, 10, 10, 12, 9, 11, 10, 11, 9, 10, 9, 12, 10, 11, 9, 10, 10, 13, 9, 12, 11, 9, 10, 12, 11, 10, 10, 10]"
70,62,42,1.6666666666666667,1.4761904761904763,"[10, 11, 9, 10, 9, 11, 11, 10, 12, 10, 9, 10, 11, 9, 8, 8, 9, 9, 11, 11, 9, 8, 12, 9, 9, 10, 12, 10, 10, 9, 10, 10, 10, 10, 12, 10, 7, 9, 11, 9, 9, 10, 11, 9, 10, 11, 11, 9, 10, 13]"
52,50,27,1.9259259259259258,1.8518518518518519,"[11, 9, 10, 12, 11, 11, 10, 10, 11, 9, 9, 9, 11, 9, 12, 9, 11, 13, 10, 8, 9, 12, 11, 10, 11, 9, 11, 11, 10, 9, 10, 9, 10, 10, 11, 9, 11, 11, 10, 11, 9, 11, 11, 10, 11, 10, 12, 9, 11, 12]"
56,50,30,1.8666666666666667,1.6666666666666667,"[11, 10, 11, 11, 10, 11, 10, 10, 9, 11, 12, 10, 9, 11, 10, 10, 11, 10, 7, 9, 10, 11, 11, 8, 11, 10, 10, 10, 13, 10, 11, 12, 11, 12, 12, 9, 8, 10, 10, 11, 11, 10, 12, 10, 11, 10, 9, 11, 9, 9]"
57,53,28,2.0357142857142856,1.8928571428571428,"[9, 11, 9, 11, 9, 11, 11, 8, 9, 10, 10, 10, 10, 10, 11, 9, 11, 10, 9, 12, 10, 10, 8, 12, 11, 11, 10, 11, 11, 11, 12, 10, 11, 9, 10, 11, 9, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 9]"
77,69,39,1.9743589743589745,1.7692307692307692,"[10, 11, 9, 9, 9, 12, 10, 10, 8, 10, 9, 11, 11, 8, 11, 11, 11, 11, 11, 10, 9, 9, 11, 9, 9, 11, 9, 11, 11, 10, 7, 11, 9, 8, 11, 11, 9, 10, 11, 10, 11, 10, 10, 10, 11, 10, 10, 11, 9, 9, 7, 12, 10, 11, 10, 10, 10, 10, 11, 10, 10, 9, 11, 9, 10, 9, 11, 11, 9, 10, 10, 10, 10, 11, 8, 10, 8, 11, 10, 12, 9, 9, 9, 9, 9, 10, 10, 12, 10, 12, 10, 11, 9, 11, 11, 11, 10, 10, 11, 9]"
80,72,38,2.1052631578947367,1.894736842105263,"[11, 10, 8, 9, 11, 11, 10, 9, 10, 10, 11, 11, 10, 8, 11, 9, 11, 11, 9, 10, 10, 9, 10, 9, 10, 11, 10, 11, 10, 10, 10, 11, 8, 10, 10, 9, 10, 11, 11, 11, 10, 10, 10, 11, 11, 11, 9, 10, 10, 8, 9, 12, 10, 11, 10, 8, 11, 10, 9, 10, 10, 12, 10, 10, 11, 8, 12, 11, 11, 10, 10, 13, 9, 12, 11, 10, 10, 10, 11, 10, 9, 10, 11, 11, 11, 10, 8, 9, 10, 11, 9, 11, 8, 9, 11, 11, 10, 9, 10, 10]"
113,107,63,1.7936507936507937,1.6984126984126984,"[9, 10, 10, 11, 12, 9, 11, 11, 9, 11, 11, 11, 10, 10, 12, 9, 10, 11, 8, 10, 11, 9, 10, 11, 10, 10, 11, 8, 9, 11, 8, 11, 9, 9, 10, 9, 11, 9, 9, 10, 10, 10, 11, 9, 9, 10, 9, 10, 11, 10, 11, 11, 10, 11, 10, 10, 9, 10, 11, 11, 7, 11, 12, 8, 9, 11, 10, 9, 9, 9, 10, 10, 10, 11, 11, 10, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 9, 11, 11, 10, 12, 10, 11, 11, 10, 9, 9, 11, 10, 11]"
88,70,34,2.588235294117647,2.0588235294117645,"[9, 8, 10, 9, 11, 10, 10, 9, 10, 11, 10, 10, 11, 9, 8, 10, 8, 10, 9, 11, 10, 10, 10, 9, 10, 10, 10, 10, 9, 10, 10, 10, 11, 9, 10, 11, 7, 11, 10, 10, 10, 10, 10, 10, 11, 11, 12, 10, 11, 10, 9, 11, 10, 9, 8, 11, 9, 11, 9, 10, 9, 11, 12, 10, 8, 10, 11, 10, 10, 8, 11, 10, 9, 8, 9, 11, 10, 10, 11, 10, 10, 9, 9, 9, 10, 11, 11, 10, 11, 11, 9, 10, 9, 11, 10, 9, 10, 10, 10, 11]"
90,84,50,1.8,1.68,"[9, 11, 9, 10, 11, 11, 9, 10, 9, 10, 12, 10, 10, 11, 10, 9, 11, 9, 10, 11, 9, 9, 12, 10, 11, 10, 9, 9, 8, 10, 9, 10, 12, 9, 9, 11, 11, 11, 10, 10, 11, 11, 9, 11, 10, 10, 11, 9, 9, 8, 11, 10, 9, 10, 9, 9, 10, 11, 9, 9, 11, 11, 11, 9, 9, 11, 10, 10, 11, 11, 11, 10, 10, 10, 10, 10, 9, 7, 9, 8, 9, 9, 10, 8, 10, 10, 10, 10, 11, 8, 10, 9, 9, 11, 11, 11, 11, 10, 10, 10]"
