N=20 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
49,45,33,1.4848484848484849,1.3636363636363635,"[10, 9, 11, 11, 10, 10, 10, 10, 11, 11, 10, 11, 7, 10, 11, 11, 10, 9, 10, 9]"
25,25,25,1.0,1.0,"[11, 10, 10, 11, 10, 10, 11, 9, 12, 10, 9, 11, 11, 10, 9, 9, 11, 11, 13, 8]"
19,15,13,1.4615384615384615,1.1538461538461537,"[10, 10, 8, 10, 9, 10, 9, 8, 9, 11, 12, 9, 9, 11, 10, 9, 11, 9, 9, 11]"
24,18,10,2.4,1.8,"[11, 9, 8, 11, 12, 10, 8, 12, 10, 10, 8, 10, 11, 10, 10, 9, 10, 10, 10, 11]"
20,20,13,1.5384615384615385,1.5384615384615385,"[10, 11, 11, 11, 10, 10, 11, 10, 10, 10, 10, 11, 9, 10, 11, 8, 12, 10, 9, 12]"
31,27,19,1.631578947368421,1.4210526315789473,"[11, 9, 11, 9, 9, 10, 10, 10, 10, 9, 11, 10, 10, 10, 10, 9, 11, 8, 11, 10]"
20,18,13,1.5384615384615385,1.3846153846153846,"[7, 10, 10, 11, 12, 10, 9, 11, 10, 9, 10, 8, 12, 9, 11, 11, 11, 10, 10, 11]"
22,22,18,1.2222222222222223,1.2222222222222223,"[11, 12, 10, 9, 11, 10, 10, 12, 11, 10, 9, 11, 9, 8, 10, 10, 10, 10, 11, 9]"
20,20,20,1.0,1.0,"[10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 11, 9, 11, 9, 11, 10, 11, 11]"
14,14,14,1.0,1.0,"[9, 11, 10, 10, 10, 10, 11, 10, 9, 9, 10, 10, 10, 10, 11, 10, 10, 12, 12, 11]"
47,35,27,1.7407407407407407,1.2962962962962963,"[8, 11, 11, 11, 10, 10, 9, 9, 10, 11, 9, 9, 10, 11, 10, 10, 10, 11, 10, 9, 10, 10, 11, 10, 9, 11, 10, 11, 10, 9, 10, 12, 10, 12, 10, 12, 9, 11, 10, 8, 9, 11, 10, 11, 10, 11, 8, 10, 10, 10]"
65,61,32,2.03125,1.90625,"[10, 11, 10, 10, 8, 9, 8, 11, 8, 11, 9, 12, 10, 10, 9, 10, 10, 11, 9, 9, 9, 10, 10, 9, 10, 9, 10, 10, 10, 9, 8, 9, 10, 10, 9, 9, 12, 11, 9, 10, 10, 10, 9, 9, 8, 9, 10, 9, 10, 11]"
73,65,38,1.9210526315789473,1.7105263157894737,"[10, 11, 9, 9, 9, 10, 12, 11, 10, 9, 11, 9, 10, 11, 11, 10, 8, 9, 11, 8, 11, 11, 9, 9, 8, 10, 9, 9, 8, 10, 10, 10, 7, 9, 11, 12, 10, 9, 9, 11, 10, 10, 9, 9, 11, 10, 8, 11, 10, 10]"
50,44,29,1.7241379310344827,1.5172413793103448,"[12, 11, 11, 11, 12, 9, 9, 11, 10, 10, 11, 10, 10, 10, 10, 11, 11, 8, 9, 12, 11, 9, 9, 10, 10, 11, 11, 11, 12, 9, 11, 10, 13, 10, 10, 10, 9, 11, 11, 9, 11, 11, 9, 10, 9, 9, 10, 10, 9, 11]"
75,71,47,1.5957446808510638,1.5106382978723405,"[9, 9, 9, 10, 11, 8, 11, 13, 9, 12, 10, 11, 10, 9, 9, 10, 10, 9, 9, 12, 10, 9, 10, 10, 9, 11, 8, 10, 9, 10, 11, 11, 13, 9, 11, 10, 11, 8, 9, 10, 11, 9, 9, 9, 11, 11, 10, 10, 8, 10]"
