N=20 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
15,13,7,2.142857142857143,1.8571428571428572,"[10, 10, 10, 9, 10, 11, 11, 10, 8, 11, 10, 12, 12, 11, 10, 9, 9, 9, 9, 11]"
30,26,20,1.5,1.3,"[12, 8, 10, 8, 9, 10, 10, 9, 10, 11, 9, 9, 9, 12, 11, 12, 10, 10, 11, 12]"
18,18,8,2.25,2.25,"[11, 9, 9, 11, 10, 9, 10, 10, 8, 12, 11, 11, 10, 10, 11, 9, 10, 10, 11, 9]"
44,40,32,1.375,1.25,"[11, 9, 9, 11, 7, 9, 10, 8, 11, 10, 11, 11, 10, 13, 8, 11, 11, 9, 10, 10]"
14,14,10,1.4,1.4,"[13, 10, 10, 10, 9, 9, 10, 10, 10, 10, 10, 9, 11, 9, 11, 8, 10, 9, 11, 10]"
25,21,11,2.272727272727273,1.9090909090909092,"[10, 11, 6, 9, 10, 11, 10, 11, 10, 9, 10, 12, 10, 9, 8, 11, 10, 10, 10, 9]"
20,14,10,2.0,1.4,"[8, 8, 8, 10, 8, 10, 9, 12, 9, 10, 9, 11, 10, 10, 10, 10, 10, 10, 10, 9]"
16,16,10,1.6,1.6,"[8, 11, 11, 10, 10, 9, 11, 11, 11, 11, 9, 9, 9, 9, 9, 10, 9, 11, 9, 11]"
30,22,20,1.5,1.1,"[10, 11, 10, 8, 10, 11, 10, 8, 8, 10, 10, 10, 12, 10, 9, 8, 12, 11, 9, 11]"
17,13,8,2.125,1.625,"[9, 11, 9, 9, 11, 9, 9, 12, 9, 8, 10, 9, 9, 12, 9, 10, 10, 10, 10, 10]"
38,34,20,1.9,1.7,"[10, 10, 11, 9, 8, 10, 9, 10, 11, 11, 11, 11, 13, 12, 10, 10, 12, 9, 9, 12, 12, 10, 10, 10, 9, 11, 9, 10, 11, 9, 10, 11, 9, 12, 10, 8, 11, 9, 10, 11, 11, 10, 10, 10, 10, 9, 11, 10, 8, 11]"
38,32,16,2.375,2.0,"[9, 12, 9, 11, 10, 10, 9, 9, 11, 11, 11, 11, 10, 10, 12, 11, 12, 11, 7, 10, 10, 11, 10, 9, 10, 11, 8, 9, 11, 10, 11, 10, 11, 10, 9, 11, 12, 9, 11, 10, 10, 10, 12, 9, 9, 11, 10, 10, 10, 9]"
48,46,20,2.4,2.3,"[8, 10, 11, 10, 9, 10, 11, 10, 9, 11, 10, 9, 8, 8, 10, 9, 10, 9, 9, 11, 10, 10, 9, 10, 10, 11, 10, 8, 10, 12, 10, 10, 10, 10, 11, 9, 11, 11, 11, 11, 10, 10, 10, 9, 10, 9, 10, 10, 11, 11]"
49,41,25,1.96,1.64,"[11, 11, 10, 10, 11, 10, 10, 8, 11, 8, 10, 10, 11, 11, 8, 11, 10, 11, 10, 10, 10, 11, 10, 10, 10, 10, 11, 11, 9, 8, 9, 12, 9, 10, 9, 11, 10, 10, 8, 10, 9, 11, 11, 7, 12, 11, 12, 11, 10, 9]"
34,34,22,1.5454545454545454,1.5454545454545454,"[10, 10, 9, 11, 11, 11, 12, 9, 10, 10, 10, 9, 10, 10, 9, 9, 8, 10, 10, 10, 8, 9, 10, 10, 11, 9, 10, 9, 10, 11, 11, 10, 10, 11, 11, 13, 10, 11, 11, 10, 10, 10, 10, 12, 9, 10, 11, 11, 11, 11]"
57,53,29,1.9655172413793103,1.8275862068965518,"[11, 10, 11, 11, 9, 10, 10, 9, 12, 9, 11, 9, 10, 9, 8, 10, 9, 12, 10, 10, 10, 10, 11, 10, 10, 10, 11, 10, 9, 10, 10, 10, 9, 11, 10, 8, 9, 10, 10, 10, 12, 9, 7, 11, 12, 10, 10, 10, 10, 9]"
22,18,7,3.142857142857143,2.5714285714285716,"[11, 10, 9, 10, 10, 11, 10, 9, 11, 12, 10, 10, 8, 10, 10, 8, 10, 11, 10, 10, 9, 8, 9, 9, 12, 12, 10, 9, 9, 12, 11, 10, 10, 10, 8, 8, 9, 10, 11, 10, 10, 12, 11, 9, 10, 8, 7, 11, 9, 11]"
52,44,22,2.3636363636363638,2.0,"[10, 10, 10, 10, 11, 12, 10, 9, 9, 9, 10, 9, 11, 7, 10, 9, 10, 11, 9, 10, 10, 11, 11, 9, 11, 11, 10, 10, 11, 11, 11, 11, 10, 10, 10, 11, 10, 9, 9, 10, 12, 9, 8, 10, 11, 9, 10, 10, 9, 10]"
42,32,23,1.826086956521739,1.391304347826087,"[11, 9, 10, 10, 10, 9, 10, 10, 11, 10, 9, 11, 9, 11, 10, 10, 10, 10, 9, 11, 8, 9, 9, 12, 11, 10, 10, 8, 12, 10, 10, 10, 10, 10, 11, 10, 11, 11, 10, 11, 10, 9, 11, 10, 10, 10, 10, 10, 11, 9]"
39,35,22,1.7727272727272727,1.5909090909090908,"[11, 9, 10, 8, 10, 9, 11, 9, 11, 11, 11, 10, 10, 12, 11, 10, 12, 9, 12, 9, 9, 9, 10, 8, 11, 10, 10, 9, 11, 9, 10, 10, 10, 12, 9, 9, 11, 10, 10, 9, 10, 9, 11, 11, 9, 11, 10, 12, 9, 10]"
56,52,22,2.5454545454545454,2.3636363636363638,"[11, 10, 9, 10, 11, 10, 10, 10, 10, 10, 9, 11, 10, 10, 9, 11, 10, 12, 11, 11, 9, 8, 11, 8, 10, 9, 11, 12, 11, 11, 9, 10, 10, 7, 11, 10, 10, 10, 10, 10, 12, 10, 10, 10, 12, 8, 9, 10, 11, 11, 10, 10, 10, 9, 12, 9, 9, 9, 10, 10, 10, 11, 10, 9, 10, 9, 11, 11, 10, 10, 9, 9, 8, 10, 10, 11, 11, 11, 8, 8, 10, 8, 11, 9, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 10, 8, 10, 10, 11, 12]"
