N=75 and K=5,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
55,51,44,1.25,1.1590909090909092,[ 1 58  1  4  3 14 33 60 16 11]
118,68,46,2.5652173913043477,1.4782608695652173,[59 68 27 62 31 22 50  7 70 17]
74,42,42,1.7619047619047619,1.0,[49 64  3 68 21 65 54 58 58 16]
54,50,44,1.2272727272727273,1.1363636363636365,[68 67 30 19 12 62 16 22 23 29]
60,40,36,1.6666666666666667,1.1111111111111112,[43 42 19 24 73 20 63 33 16 22]
84,48,38,2.210526315789474,1.263157894736842,[56 38 44 55 60  6 53 24 64 47]
61,41,36,1.6944444444444444,1.1388888888888888,[64  1 29  1 12 19 10 44 46 50]
89,71,67,1.328358208955224,1.0597014925373134,[19 16  9 66 28 32 56 63 70 48]
62,56,41,1.5121951219512195,1.3658536585365855,[27 61 42 41 60 58 62 23 63  4]
77,43,43,1.7906976744186047,1.0,[ 4 45 43 18 18  3 62 53 39 57]
156,78,78,2.0,1.0,[46  8 50 41 37 35 11 63 65 71  6 52 48 60 15 51 30 33 72 36]
250,170,101,2.4752475247524752,1.683168316831683,[ 6 73 20 36 15 40 57 13 26 10 72 46 26 49 16 13 28 25 51 68]
137,89,75,1.8266666666666667,1.1866666666666668,[ 6 17 46 62  7 52  7 65  7  3  8 58 65 23 41 30 61 41 68 71]
181,107,92,1.9673913043478262,1.1630434782608696,[43 19 31 60  3 44  3 37 11 15 13 55 54  7 15 36  5 16 20 51]
163,97,81,2.0123456790123457,1.1975308641975309,[18 17 67 22 41 37 60 66 34 42 38  2  7 40 12 43 20  1  8 55]
194,150,103,1.883495145631068,1.4563106796116505,[24 33 63 30 24  1 45 66 36 68 17 31 56 58  2 63 62 41 72 69]
162,122,100,1.62,1.22,[62 32 17  4 51 55 37 24 10 57 68 30 39 29 72 40 27 63 46 63]
230,126,98,2.3469387755102042,1.2857142857142858,[15 14 74  6 47 50  2 41 32 41 60 12 45 22 66 45 45 12 71 63]
164,70,70,2.342857142857143,1.0,[11 58 67 20 57 67 61 32 55 11 38 74  9 70 21 27 13 20 12 41]
